"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2015","Sør-Østlandet","Total","Total","Number","976,682",""
"2015","Agder og Rogaland","Total","Total","Number","762,031",""
"2015","Vestlandet","Total","Total","Number","884,316",""
"2015","Trøndelag","Total","Total","Number","445,838",""
"2015","Nord-Norge","Total","Total","Number","480,787",""
"2015","Switzerland","Total","Total","Number","8,237,666",""
"2015","Schweiz/Suisse/Svizzera","Total","Total","Number","8,237,666",""
"2015","Région lémanique","Total","Total","Number","1,570,594",""
"2015","Espace Mittelland","Total","Total","Number","1,826,251",""
"2015","Nordwestschweiz","Total","Total","Number","1,117,158",""
"2015","Zürich","Total","Total","Number","1,446,354",""
"2015","Ostschweiz","Total","Total","Number","1,144,572",""
"2015","Zentralschweiz","Total","Total","Number","782,374",""
"2015","Ticino","Total","Total","Number","350,363",""
"2015","Montenegro","Total","Total","Number","622,099",""
"2015","Crna Gora","Total","Total","Number","622,099",""
"2015","Crna Gora","Total","Total","Number","622,099",""
"2015","North Macedonia","Total","Total","Number","2,069,172",""
"2015","Severna Makedonija","Total","Total","Number","2,068,864",""
"2015","Severna Makedonija","Total","Total","Number","2,068,864",""
"2015","Not regionalised / Unknown level 2","Total","Total","Number","308",""
"2015","Albania","Total","Total","Number","2,885,796",""
"2015","Shqipëria","Total","Total","Number","2,885,796",""
"2015","Turkey","Total","Total","Number","77,695,904",""
"2015","Istanbul","Total","Total","Number","14,377,018",""
"2015","Istanbul","Total","Total","Number","14,377,018",""
"2015","Bati Marmara","Total","Total","Number","3,351,582",""
"2015","Tekirdag, Edirne, Kirklareli","Total","Total","Number","1,650,735",""
"2015","Balikesir, Çanakkale","Total","Total","Number","1,700,847",""
"2015","Ege","Total","Total","Number","10,023,549",""
"2015","Izmir","Total","Total","Number","4,113,072",""
"2015","Aydin, Denizli, Mugla","Total","Total","Number","2,915,188",""
"2015","Manisa, Afyonkarahisar, Kütahya, Usak","Total","Total","Number","2,995,289",""
"2015","Dogu Marmara","Total","Total","Number","7,332,137",""
"2015","Bursa, Eskisehir, Bilecik","Total","Total","Number","3,809,784",""
"2015","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Total","Total","Number","3,522,353",""
"2015","Bati Anadolu","Total","Total","Number","7,499,242",""
"2015","Ankara","Total","Total","Number","5,150,072",""
"2015","Konya, Karaman","Total","Total","Number","2,349,170",""
"2015","Akdeniz","Total","Total","Number","9,906,771",""
"2015","Antalya, Isparta, Burdur","Total","Total","Number","2,898,240",""
"2015","Adana, Mersin","Total","Total","Number","3,892,850",""
"2015","Hatay, Kahramanmaras, Osmaniye","Total","Total","Number","3,115,681",""
"2015","Orta Anadolu","Total","Total","Number","3,886,251",""
"2015","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Total","Total","Number","1,508,199",""
"2015","Kayseri, Sivas, Yozgat","Total","Total","Number","2,378,052",""
"2015","Bati Karadeniz","Total","Total","Number","4,493,559",""
"2015","Zonguldak, Karabük, Bartin","Total","Total","Number","1,019,534",""
"2015","Kastamonu, Çankiri, Sinop","Total","Total","Number","756,983",""
"2015","Samsun, Tokat, Çorum, Amasya","Total","Total","Number","2,717,042",""
"2015","Dogu Karadeniz","Total","Total","Number","2,566,840",""
"2015","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Total","Total","Number","2,566,840",""
"2015","Kuzeydogu Anadolu","Total","Total","Number","2,206,326",""
"2015","Erzurum, Erzincan, Bayburt","Total","Total","Number","1,067,560",""
"2015","Agri, Kars, Igdir, Ardahan","Total","Total","Number","1,138,766",""
"2015","Ortadogu Anadolu","Total","Total","Number","3,801,911",""
"2015","Malatya, Elazig, Bingöl, Tunceli","Total","Total","Number","1,690,843",""
"2015","Van, Mus, Bitlis, Hakkari","Total","Total","Number","2,111,068",""
"2015","Güneydogu Anadolu","Total","Total","Number","8,250,718",""
"2015","Gaziantep, Adiyaman, Kilis","Total","Total","Number","2,616,082",""
"2015","Sanliurfa, Diyarbakir","Total","Total","Number","3,480,715",""
"2015","Mardin, Batman, Sirnak, Siirt","Total","Total","Number","2,153,921",""
"2015","EU27","Total","Total","Number",":",""
"2015","Bassin Parisien (NUTS 2013)","Total","Total","Number",":",""
"2015","Champagne-Ardenne (NUTS 2013)","Total","Total","Number",":",""
"2015","Picardie (NUTS 2013)","Total","Total","Number",":",""
"2015","Haute-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2015","Centre (FR) (NUTS 2013)","Total","Total","Number",":",""
"2015","Basse-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2015","Bourgogne (NUTS 2013)","Total","Total","Number",":",""
"2015","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2015","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2015","Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2015","Lorraine (NUTS 2013)","Total","Total","Number",":",""
"2015","Alsace (NUTS 2013)","Total","Total","Number",":",""
"2015","Franche-Comté (NUTS 2013)","Total","Total","Number",":",""
"2015","Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2015","Pays de la Loire (NUTS 2013)","Total","Total","Number",":",""
"2015","Bretagne (NUTS 2013)","Total","Total","Number",":",""
"2015","Poitou-Charentes (NUTS 2013)","Total","Total","Number",":",""
"2015","Sud-Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2015","Aquitaine (NUTS 2013)","Total","Total","Number",":",""
"2015","Midi-Pyrénées (NUTS 2013)","Total","Total","Number",":",""
"2015","Limousin (NUTS 2013)","Total","Total","Number",":",""
"2015","Centre-Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2015","Rhône-Alpes (NUTS 2013)","Total","Total","Number",":",""
"2015","Auvergne (NUTS 2013)","Total","Total","Number",":",""
"2015","Méditerranée (NUTS 2013)","Total","Total","Number",":",""
"2015","Languedoc-Roussillon (NUTS 2013)","Total","Total","Number",":",""
"2015","Provence-Alpes-Côte d'Azur (NUTS 2013)","Total","Total","Number",":",""
"2015","Corse (NUTS 2013)","Total","Total","Number",":",""
"2015","Départements d'outre-mer (NUTS 2013)","Total","Total","Number",":",""
"2015","Guadeloupe (NUTS 2013)","Total","Total","Number",":",""
"2015","Martinique (NUTS 2013)","Total","Total","Number",":",""
"2015","Guyane (NUTS 2013)","Total","Total","Number",":",""
"2015","La Réunion (NUTS 2013)","Total","Total","Number",":",""
"2015","Mayotte (NUTS 2013)","Total","Total","Number",":",""
"2015","Közép-Magyarország (NUTS 2013)","Total","Total","Number",":",""
"2015","Border, Midland and Western (NUTS 2013)","Total","Total","Number",":",""
"2015","Southern and Eastern (NUTS 2013)","Total","Total","Number",":",""
"2015","Lietuva (NUTS 2013)","Total","Total","Number",":",""
"2015","Region Centralny (NUTS 2013)","Total","Total","Number",":",""
"2015","Lódzkie (NUTS 2013)","Total","Total","Number",":",""
"2015","Mazowieckie (NUTS 2013)","Total","Total","Number",":",""
"2015","Region Wschodni (NUTS 2013)","Total","Total","Number",":",""
"2015","Lubelskie (NUTS 2013)","Total","Total","Number",":",""
"2015","Podkarpackie (NUTS 2013)","Total","Total","Number",":",""
"2015","Swietokrzyskie (NUTS 2013)","Total","Total","Number",":",""
"2015","Podlaskie (NUTS 2013)","Total","Total","Number",":",""
"2015","Eastern Scotland (NUTS 2013)","Total","Total","Number",":",""
"2015","South Western Scotland (NUTS 2013)","Total","Total","Number",":",""
"2016","European Union - 28 countries (2013-2020)","Total","Total","Number","510,181,874",""
"2016","Belgium","Total","Total","Number","11,311,117",""
"2016","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,201,285",""
"2016","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,201,285",""
"2016","Vlaams Gewest","Total","Total","Number","6,491,999",""
"2016","Prov. Antwerpen","Total","Total","Number","1,828,927",""
"2016","Prov. Limburg (BE)","Total","Total","Number","866,970",""
"2016","Prov. Oost-Vlaanderen","Total","Total","Number","1,489,084",""
"2016","Prov. Vlaams-Brabant","Total","Total","Number","1,122,600",""
"2016","Prov. West-Vlaanderen","Total","Total","Number","1,184,418",""
"2016","Région wallonne","Total","Total","Number","3,617,833",""
"2016","Prov. Brabant wallon","Total","Total","Number","397,745",""
"2016","Prov. Hainaut","Total","Total","Number","1,341,267",""
"2016","Prov. Liège","Total","Total","Number","1,103,490",""
"2016","Prov. Luxembourg (BE)","Total","Total","Number","283,257",""
"2016","Prov. Namur","Total","Total","Number","492,074",""
"2016","Bulgaria","Total","Total","Number","7,153,784",""
"2016","Severna i yugoiztochna Bulgaria","Total","Total","Number","3,596,383",""
"2016","Severozapaden","Total","Total","Number","783,909",""
"2016","Severen tsentralen","Total","Total","Number","815,441",""
"2016","Severoiztochen","Total","Total","Number","944,458",""
"2016","Yugoiztochen","Total","Total","Number","1,052,575",""
"2016","Yugozapadna i yuzhna tsentralna Bulgaria","Total","Total","Number","3,557,401",""
"2016","Yugozapaden","Total","Total","Number","2,121,185",""
"2016","Yuzhen tsentralen","Total","Total","Number","1,436,216",""
"2016","Czechia","Total","Total","Number","10,553,843",""
"2016","Cesko","Total","Total","Number","10,553,843",""
"2016","Praha","Total","Total","Number","1,267,449",""
"2016","Strední Cechy","Total","Total","Number","1,326,876",""
"2016","Jihozápad","Total","Total","Number","1,214,450",""
"2016","Severozápad","Total","Total","Number","1,120,654",""
"2016","Severovýchod","Total","Total","Number","1,507,209",""
"2016","Jihovýchod","Total","Total","Number","1,684,500",""
"2016","Strední Morava","Total","Total","Number","1,219,394",""
"2016","Moravskoslezsko","Total","Total","Number","1,213,311",""
"2016","Denmark","Total","Total","Number","5,707,251",""
"2016","Danmark","Total","Total","Number","5,707,251",""
"2016","Hovedstaden","Total","Total","Number","1,789,174",""
"2016","Sjælland","Total","Total","Number","827,499",""
"2016","Syddanmark","Total","Total","Number","1,211,770",""
"2016","Midtjylland","Total","Total","Number","1,293,309",""
"2016","Nordjylland","Total","Total","Number","585,499",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,175,684",""
"2016","Baden-Württemberg","Total","Total","Number","10,879,618",""
"2016","Stuttgart","Total","Total","Number","4,069,533",""
"2016","Karlsruhe","Total","Total","Number","2,761,977",""
"2016","Freiburg","Total","Total","Number","2,224,535",""
"2016","Tübingen","Total","Total","Number","1,823,573",""
"2016","Bayern","Total","Total","Number","12,843,514",""
"2016","Oberbayern","Total","Total","Number","4,588,944",""
"2016","Niederbayern","Total","Total","Number","1,212,119",""
"2016","Oberpfalz","Total","Total","Number","1,092,339",""
"2016","Oberfranken","Total","Total","Number","1,059,358",""
"2016","Mittelfranken","Total","Total","Number","1,738,686",""
"2016","Unterfranken","Total","Total","Number","1,306,048",""
"2016","Schwaben","Total","Total","Number","1,846,020",""
"2016","Berlin","Total","Total","Number","3,520,031",""
"2016","Berlin","Total","Total","Number","3,520,031",""
"2016","Brandenburg","Total","Total","Number","2,484,826",""
"2016","Brandenburg","Total","Total","Number","2,484,826",""
"2016","Bremen","Total","Total","Number","671,489",""
"2016","Bremen","Total","Total","Number","671,489",""
"2016","Hamburg","Total","Total","Number","1,787,408",""
"2016","Hamburg","Total","Total","Number","1,787,408",""
"2016","Hessen","Total","Total","Number","6,176,172",""
"2016","Darmstadt","Total","Total","Number","3,922,369",""
"2016","Gießen","Total","Total","Number","1,040,091",""
"2016","Kassel","Total","Total","Number","1,213,712",""
"2016","Mecklenburg-Vorpommern","Total","Total","Number","1,612,362",""
"2016","Mecklenburg-Vorpommern","Total","Total","Number","1,612,362",""
"2016","Niedersachsen","Total","Total","Number","7,926,599",""
"2016","Braunschweig","Total","Total","Number","1,598,164",""
"2016","Hannover","Total","Total","Number","2,132,290",""
"2016","Lüneburg","Total","Total","Number","1,699,969",""
"2016","Weser-Ems","Total","Total","Number","2,496,176",""
"2016","Nordrhein-Westfalen","Total","Total","Number","17,865,516",""
"2016","Düsseldorf","Total","Total","Number","5,173,623",""
"2016","Köln","Total","Total","Number","4,422,371",""
"2016","Münster","Total","Total","Number","2,614,229",""
"2016","Detmold","Total","Total","Number","2,057,996",""
"2016","Arnsberg","Total","Total","Number","3,597,297",""
"2016","Rheinland-Pfalz","Total","Total","Number","4,052,803",""
"2016","Koblenz","Total","Total","Number","1,488,308",""
"2016","Trier","Total","Total","Number","532,715",""
"2016","Rheinhessen-Pfalz","Total","Total","Number","2,031,780",""
"2016","Saarland","Total","Total","Number","995,597",""
"2016","Saarland","Total","Total","Number","995,597",""
"2016","Sachsen","Total","Total","Number","4,084,851",""
"2016","Dresden","Total","Total","Number","1,602,754",""
"2016","Chemnitz","Total","Total","Number","1,465,612",""
"2016","Leipzig","Total","Total","Number","1,016,485",""
"2016","Sachsen-Anhalt","Total","Total","Number","2,245,470",""
"2016","Sachsen-Anhalt","Total","Total","Number","2,245,470",""
"2016","Schleswig-Holstein","Total","Total","Number","2,858,714",""
"2016","Schleswig-Holstein","Total","Total","Number","2,858,714",""
"2016","Thüringen","Total","Total","Number","2,170,714",""
"2016","Thüringen","Total","Total","Number","2,170,714",""
"2016","Estonia","Total","Total","Number","1,315,944",""
"2016","Eesti","Total","Total","Number","1,315,944",""
"2016","Eesti","Total","Total","Number","1,315,944",""
"2016","Ireland","Total","Total","Number","4,726,286",""
"2016","Éire/Ireland","Total","Total","Number","4,726,286",""
"2016","Greece","Total","Total","Number","10,783,748",""
"2016","Voreia Ellada","Total","Total","Number","3,098,520",""
"2016","Anatoliki Makedonia, Thraki","Total","Total","Number","604,504",""
"2016","Kentriki Makedonia","Total","Total","Number","1,883,339",""
"2016","Dytiki Makedonia","Total","Total","Number","273,843",""
"2016","Ipeiros","Total","Total","Number","336,834",""
"2016","Kentriki Ellada","Total","Total","Number","2,740,697",""
"2016","Thessalia","Total","Total","Number","729,442",""
"2016","Ionia Nisia","Total","Total","Number","206,141",""
"2016","Dytiki Ellada","Total","Total","Number","668,258",""
"2016","Sterea Ellada","Total","Total","Number","555,830",""
"2016","Peloponnisos","Total","Total","Number","581,026",""
"2016","Attiki","Total","Total","Number","3,781,274",""
"2016","Attiki","Total","Total","Number","3,781,274",""
"2016","Nisia Aigaiou, Kriti","Total","Total","Number","1,163,257",""
"2016","Voreio Aigaio","Total","Total","Number","196,654",""
"2016","Notio Aigaio","Total","Total","Number","334,791",""
"2016","Kriti","Total","Total","Number","631,812",""
"2016","Spain","Total","Total","Number","46,440,099",""
"2016","Noroeste (ES)","Total","Total","Number","4,343,531",""
"2016","Galicia","Total","Total","Number","2,720,102",""
"2016","Principado de Asturias","Total","Total","Number","1,040,925",""
"2016","Cantabria","Total","Total","Number","582,504",""
"2016","Noreste (ES)","Total","Total","Number","4,432,933",""
"2016","País Vasco","Total","Total","Number","2,164,066",""
"2016","Comunidad Foral de Navarra","Total","Total","Number","637,486",""
"2016","La Rioja","Total","Total","Number","312,810",""
"2016","Aragón","Total","Total","Number","1,318,571",""
"2016","Comunidad de Madrid","Total","Total","Number","6,424,275",""
"2016","Comunidad de Madrid","Total","Total","Number","6,424,275",""
"2016","Centro (ES)","Total","Total","Number","5,588,323",""
"2016","Castilla y León","Total","Total","Number","2,454,454",""
"2016","Castilla-la Mancha","Total","Total","Number","2,048,900",""
"2016","Extremadura","Total","Total","Number","1,084,969",""
"2016","Este (ES)","Total","Total","Number","13,476,164",""
"2016","Cataluña","Total","Total","Number","7,408,290",""
"2016","Comunidad Valenciana","Total","Total","Number","4,932,347",""
"2016","Illes Balears","Total","Total","Number","1,135,527",""
"2016","Sur (ES)","Total","Total","Number","10,039,664",""
"2016","Andalucía","Total","Total","Number","8,403,774",""
"2016","Región de Murcia","Total","Total","Number","1,466,474",""
"2016","Ciudad Autónoma de Ceuta (ES)","Total","Total","Number","84,652",""
"2016","Ciudad Autónoma de Melilla (ES)","Total","Total","Number","84,764",""
"2016","Canarias (ES)","Total","Total","Number","2,135,209",""
"2016","Canarias (ES)","Total","Total","Number","2,135,209",""
"2016","France","Total","Total","Number","66,638,391",""
"2016","Île de France","Total","Total","Number","12,117,132",""
"2016","Île de France","Total","Total","Number","12,117,132",""
"2016","Croatia","Total","Total","Number","4,190,669",""
"2016","Hrvatska","Total","Total","Number","4,190,669",""
"2016","Jadranska Hrvatska","Total","Total","Number","1,394,290",""
"2016","Kontinentalna Hrvatska","Total","Total","Number","2,796,379",""
"2016","Italy","Total","Total","Number","60,665,551",""
"2016","Nord-Ovest","Total","Total","Number","16,110,977",""
"2016","Piemonte","Total","Total","Number","4,404,246",""
"2016","Valle d'Aosta/Vallée d'Aoste","Total","Total","Number","127,329",""
"2016","Liguria","Total","Total","Number","1,571,053",""
"2016","Lombardia","Total","Total","Number","10,008,349",""
"2016","Nord-Est","Total","Total","Number","11,643,601",""
"2016","Provincia Autonoma di Bolzano/Bozen","Total","Total","Number","520,891",""
"2016","Provincia Autonoma di Trento","Total","Total","Number","538,223",""
"2016","Veneto","Total","Total","Number","4,915,123",""
"2016","Friuli-Venezia Giulia","Total","Total","Number","1,221,218",""
"2016","Emilia-Romagna","Total","Total","Number","4,448,146",""
"2016","Centro (IT)","Total","Total","Number","12,067,803",""
"2016","Toscana","Total","Total","Number","3,744,398",""
"2016","Umbria","Total","Total","Number","891,181",""
"2016","Marche","Total","Total","Number","1,543,752",""
"2016","Lazio","Total","Total","Number","5,888,472",""
"2016","Sud","Total","Total","Number","14,110,771",""
"2016","Abruzzo","Total","Total","Number","1,326,513",""
"2016","Molise","Total","Total","Number","312,027",""
"2016","Campania","Total","Total","Number","5,850,850",""
"2016","Puglia","Total","Total","Number","4,077,166",""
"2016","Basilicata","Total","Total","Number","573,694",""
"2016","Calabria","Total","Total","Number","1,970,521",""
"2016","Isole","Total","Total","Number","6,732,399",""
"2016","Sicilia","Total","Total","Number","5,074,261",""
"2016","Sardegna","Total","Total","Number","1,658,138",""
"2016","Cyprus","Total","Total","Number","848,319",""
"2016","Kypros","Total","Total","Number","848,319",""
"2016","Kypros","Total","Total","Number","848,319",""
"2016","Latvia","Total","Total","Number","1,968,957",""
"2016","Latvija","Total","Total","Number","1,968,957",""
"2016","Latvija","Total","Total","Number","1,968,957",""
"2016","Lithuania","Total","Total","Number","2,888,558",""
"2016","Lietuva","Total","Total","Number","2,888,558",""
"2016","Luxembourg","Total","Total","Number","576,249",""
"2016","Luxembourg","Total","Total","Number","576,249",""
"2016","Luxembourg","Total","Total","Number","576,249",""
"2016","Hungary","Total","Total","Number","9,830,485",""
"2016","Közép-Magyarország","Total","Total","Number","2,993,948",""
"2016","Dunántúl","Total","Total","Number","2,945,504",""
"2016","Közép-Dunántúl","Total","Total","Number","1,060,703",""
"2016","Nyugat-Dunántúl","Total","Total","Number","983,933",""
"2016","Dél-Dunántúl","Total","Total","Number","900,868",""
"2016","Alföld és Észak","Total","Total","Number","3,891,033",""
"2016","Észak-Magyarország","Total","Total","Number","1,153,714",""
"2016","Észak-Alföld","Total","Total","Number","1,474,383",""
"2016","Dél-Alföld","Total","Total","Number","1,262,936",""
"2016","Malta","Total","Total","Number","450,415",""
"2016","Malta","Total","Total","Number","450,415",""
"2016","Malta","Total","Total","Number","450,415",""
"2016","Netherlands","Total","Total","Number","16,979,120",""
"2016","Noord-Nederland","Total","Total","Number","1,718,390",""
"2016","Groningen","Total","Total","Number","583,721",""
"2016","Friesland (NL)","Total","Total","Number","646,040",""
"2016","Drenthe","Total","Total","Number","488,629",""
"2016","Oost-Nederland","Total","Total","Number","3,583,699",""
"2016","Overijssel","Total","Total","Number","1,144,280",""
"2016","Gelderland","Total","Total","Number","2,035,351",""
"2016","Flevoland","Total","Total","Number","404,068",""
"2016","West-Nederland","Total","Total","Number","8,062,022",""
"2016","Utrecht","Total","Total","Number","1,273,613",""
"2016","Noord-Holland","Total","Total","Number","2,784,854",""
"2016","Zuid-Holland","Total","Total","Number","3,622,303",""
"2016","Zeeland","Total","Total","Number","381,252",""
"2016","Zuid-Nederland","Total","Total","Number","3,615,009",""
"2016","Noord-Brabant","Total","Total","Number","2,498,749",""
"2016","Limburg (NL)","Total","Total","Number","1,116,260",""
"2016","Austria","Total","Total","Number","8,700,471",""
"2016","Ostösterreich","Total","Total","Number","3,784,928",""
"2016","Burgenland (AT)","Total","Total","Number","291,011",""
"2016","Niederösterreich","Total","Total","Number","1,653,691",""
"2016","Wien","Total","Total","Number","1,840,226",""
"2016","Südösterreich","Total","Total","Number","1,792,494",""
"2016","Kärnten","Total","Total","Number","560,482",""
"2016","Steiermark","Total","Total","Number","1,232,012",""
"2016","Westösterreich","Total","Total","Number","3,123,049",""
"2016","Oberösterreich","Total","Total","Number","1,453,948",""
"2016","Salzburg","Total","Total","Number","545,815",""
"2016","Tirol","Total","Total","Number","739,139",""
"2016","Vorarlberg","Total","Total","Number","384,147",""
"2016","Poland","Total","Total","Number","37,967,209",""
"2016","Makroregion Poludniowy","Total","Total","Number","7,850,598",""
"2016","Malopolskie","Total","Total","Number","3,330,031",""
"2016","Slaskie","Total","Total","Number","4,520,567",""
"2016","Makroregion Pólnocno-Zachodni","Total","Total","Number","6,140,150",""
"2016","Wielkopolskie","Total","Total","Number","3,450,966",""
"2016","Zachodniopomorskie","Total","Total","Number","1,684,025",""
"2016","Lubuskie","Total","Total","Number","1,005,159",""
"2016","Makroregion Poludniowo-Zachodni","Total","Total","Number","3,817,181",""
"2016","Dolnoslaskie","Total","Total","Number","2,864,624",""
"2016","Opolskie","Total","Total","Number","952,557",""
"2016","Makroregion Pólnocny","Total","Total","Number","5,753,799",""
"2016","Kujawsko-Pomorskie","Total","Total","Number","2,062,006",""
"2016","Warminsko-Mazurskie","Total","Total","Number","1,414,734",""
"2016","Pomorskie","Total","Total","Number","2,277,059",""
"2016","Portugal","Total","Total","Number","10,341,330","e"
"2016","Continente","Total","Total","Number","9,839,140","e"
"2016","Norte","Total","Total","Number","3,603,778","e"
"2016","Algarve","Total","Total","Number","441,929","e"
"2016","Centro (PT)","Total","Total","Number","2,256,364","e"
"2016","Área Metropolitana de Lisboa","Total","Total","Number","2,812,678","e"
"2016","Alentejo","Total","Total","Number","724,391","e"
"2016","Região Autónoma dos Açores (PT)","Total","Total","Number","245,766","e"
"2016","Região Autónoma dos Açores (PT)","Total","Total","Number","245,766","e"
"2016","Região Autónoma da Madeira (PT)","Total","Total","Number","256,424","e"
"2016","Região Autónoma da Madeira (PT)","Total","Total","Number","256,424","e"
"2016","Romania","Total","Total","Number","19,760,585",""
"2016","Macroregiunea unu","Total","Total","Number","4,918,531",""
"2016","Nord-Vest","Total","Total","Number","2,576,567",""
"2016","Centru","Total","Total","Number","2,341,964",""
"2016","Macroregiunea doi","Total","Total","Number","5,726,602",""
"2016","Nord-Est","Total","Total","Number","3,256,734",""
"2016","Sud-Est","Total","Total","Number","2,469,868",""
"2016","Macroregiunea trei","Total","Total","Number","5,319,758",""
"2016","Sud - Muntenia","Total","Total","Number","3,031,555",""
"2016","Bucuresti - Ilfov","Total","Total","Number","2,288,203",""
"2016","Macroregiunea patru","Total","Total","Number","3,795,694",""
"2016","Sud-Vest Oltenia","Total","Total","Number","1,993,482",""
"2016","Vest","Total","Total","Number","1,802,212",""
"2016","Slovenia","Total","Total","Number","2,064,188",""
"2016","Slovenija","Total","Total","Number","2,064,188",""
"2016","Vzhodna Slovenija","Total","Total","Number","1,092,193",""
"2016","Zahodna Slovenija","Total","Total","Number","971,995",""
"2016","Slovakia","Total","Total","Number","5,426,252",""
"2016","Slovensko","Total","Total","Number","5,426,252",""
"2016","Bratislavský kraj","Total","Total","Number","633,288",""
"2016","Západné Slovensko","Total","Total","Number","1,832,159",""
"2016","Stredné Slovensko","Total","Total","Number","1,343,458",""
"2016","Východné Slovensko","Total","Total","Number","1,617,347",""
"2016","Finland","Total","Total","Number","5,487,308",""
"2016","Manner-Suomi","Total","Total","Number","5,458,325",""
"2016","Länsi-Suomi","Total","Total","Number","1,379,116",""
"2016","Helsinki-Uusimaa","Total","Total","Number","1,620,261",""
"2016","Etelä-Suomi","Total","Total","Number","1,160,491",""
"2016","Pohjois- ja Itä-Suomi","Total","Total","Number","1,298,457",""
"2016","Åland","Total","Total","Number","28,983",""
"2016","Åland","Total","Total","Number","28,983",""
"2016","Sweden","Total","Total","Number","9,851,017",""
"2016","Östra Sverige","Total","Total","Number","3,870,264",""
"2016","Stockholm","Total","Total","Number","2,231,439",""
"2016","Östra Mellansverige","Total","Total","Number","1,638,825",""
"2016","Södra Sverige","Total","Total","Number","4,257,622",""
"2016","Småland med öarna","Total","Total","Number","834,276",""
"2016","Sydsverige","Total","Total","Number","1,459,880",""
"2016","Västsverige","Total","Total","Number","1,963,466",""
"2016","Norra Sverige","Total","Total","Number","1,723,131",""
"2016","Norra Mellansverige","Total","Total","Number","838,747",""
"2016","Mellersta Norrland","Total","Total","Number","371,273",""
"2016","Övre Norrland","Total","Total","Number","513,111",""
"2016","United Kingdom","Total","Total","Number","65,379,044",""
"2016","North East (UK)","Total","Total","Number","2,630,654",""
"2016","Tees Valley and Durham","Total","Total","Number","1,190,177",""
"2016","Northumberland and Tyne and Wear","Total","Total","Number","1,440,477",""
"2016","North West (UK)","Total","Total","Number","7,199,476",""
"2016","Cumbria","Total","Total","Number","498,745",""
"2016","Greater Manchester","Total","Total","Number","2,767,348",""
"2016","Lancashire","Total","Total","Number","1,480,296",""
"2016","Cheshire","Total","Total","Number","919,711",""
"2016","Merseyside","Total","Total","Number","1,533,376",""
"2016","Yorkshire and The Humber","Total","Total","Number","5,407,699",""
"2016","East Yorkshire and Northern Lincolnshire","Total","Total","Number","926,818",""
"2016","North Yorkshire","Total","Total","Number","814,066",""
"2016","South Yorkshire","Total","Total","Number","1,380,458",""
"2016","West Yorkshire","Total","Total","Number","2,286,357",""
"2016","East Midlands (UK)","Total","Total","Number","4,701,311",""
"2016","Derbyshire and Nottinghamshire","Total","Total","Number","2,170,611",""
"2016","Leicestershire, Rutland and Northamptonshire","Total","Total","Number","1,789,613",""
"2016","Lincolnshire","Total","Total","Number","741,087",""
"2016","West Midlands (UK)","Total","Total","Number","5,782,942",""
"2016","Herefordshire, Worcestershire and Warwickshire","Total","Total","Number","1,327,386",""
"2016","Shropshire and Staffordshire","Total","Total","Number","1,603,003",""
"2016","West Midlands","Total","Total","Number","2,852,553",""
"2016","East of England","Total","Total","Number","6,102,398",""
"2016","East Anglia","Total","Total","Number","2,475,882",""
"2016","Bedfordshire and Hertfordshire","Total","Total","Number","1,827,766",""
"2016","Essex","Total","Total","Number","1,798,750",""
"2016","London","Total","Total","Number","8,718,245",""
"2016","Inner London - West","Total","Total","Number","1,153,642",""
"2016","Inner London - East","Total","Total","Number","2,337,518",""
"2016","Outer London - East and North East","Total","Total","Number","1,880,090",""
"2016","Outer London - South","Total","Total","Number","1,288,011",""
"2016","Outer London - West and North West","Total","Total","Number","2,058,984",""
"2016","South East (UK)","Total","Total","Number","8,989,881",""
"2016","Berkshire, Buckinghamshire and Oxfordshire","Total","Total","Number","2,368,548",""
"2016","Surrey, East and West Sussex","Total","Total","Number","2,852,269",""
"2016","Hampshire and Isle of Wight","Total","Total","Number","1,961,230",""
"2016","Kent","Total","Total","Number","1,807,834",""
"2016","South West (UK)","Total","Total","Number","5,494,303",""
"2016","Gloucestershire, Wiltshire and Bristol/Bath area","Total","Total","Number","2,453,872",""
"2016","Dorset and Somerset","Total","Total","Number","1,313,859",""
"2016","Cornwall and Isles of Scilly","Total","Total","Number","555,014",""
"2016","Devon","Total","Total","Number","1,171,558",""
"2016","Wales","Total","Total","Number","3,106,222",""
"2016","West Wales and The Valleys","Total","Total","Number","1,954,376",""
"2016","East Wales","Total","Total","Number","1,151,846",""
"2016","Scotland","Total","Total","Number","5,388,865",""
