"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2016","North Eastern Scotland","Total","Total","Number","492,173",""
"2016","Highlands and Islands","Total","Total","Number","468,903",""
"2016","Northern Ireland (UK)","Total","Total","Number","1,857,048",""
"2016","Northern Ireland (UK)","Total","Total","Number","1,857,048",""
"2016","European Free Trade Association","Total","Total","Number","13,907,998",""
"2016","Iceland","Total","Total","Number","332,529",""
"2016","Ísland","Total","Total","Number","332,529",""
"2016","Ísland","Total","Total","Number","332,529",""
"2016","Liechtenstein","Total","Total","Number","37,622",""
"2016","Liechtenstein","Total","Total","Number","37,622",""
"2016","Liechtenstein","Total","Total","Number","37,622",""
"2016","Norway","Total","Total","Number","5,210,721",""
"2016","Norge","Total","Total","Number","5,210,721",""
"2016","Oslo og Akershus","Total","Total","Number","1,251,687",""
"2016","Hedmark og Oppland","Total","Total","Number","384,221",""
"2016","Sør-Østlandet","Total","Total","Number","984,764",""
"2016","Agder og Rogaland","Total","Total","Number","768,179",""
"2016","Vestlandet","Total","Total","Number","890,719",""
"2016","Trøndelag","Total","Total","Number","449,457",""
"2016","Nord-Norge","Total","Total","Number","481,694",""
"2016","Switzerland","Total","Total","Number","8,327,126",""
"2016","Schweiz/Suisse/Svizzera","Total","Total","Number","8,327,126",""
"2016","Région lémanique","Total","Total","Number","1,593,839",""
"2016","Espace Mittelland","Total","Total","Number","1,842,251",""
"2016","Nordwestschweiz","Total","Total","Number","1,128,723",""
"2016","Zürich","Total","Total","Number","1,466,424",""
"2016","Ostschweiz","Total","Total","Number","1,153,485",""
"2016","Zentralschweiz","Total","Total","Number","790,458",""
"2016","Ticino","Total","Total","Number","351,946",""
"2016","Montenegro","Total","Total","Number","622,218",""
"2016","Crna Gora","Total","Total","Number","622,218",""
"2016","Crna Gora","Total","Total","Number","622,218",""
"2016","North Macedonia","Total","Total","Number","2,071,278",""
"2016","Severna Makedonija","Total","Total","Number","2,070,998",""
"2016","Severna Makedonija","Total","Total","Number","2,070,998",""
"2016","Not regionalised / Unknown level 2","Total","Total","Number","280",""
"2016","Albania","Total","Total","Number","2,875,592",""
"2016","Shqipëria","Total","Total","Number","2,875,592",""
"2016","Turkey","Total","Total","Number","78,741,053",""
"2016","Istanbul","Total","Total","Number","14,657,434",""
"2016","Istanbul","Total","Total","Number","14,657,434",""
"2016","Bati Marmara","Total","Total","Number","3,387,449",""
"2016","Tekirdag, Edirne, Kirklareli","Total","Total","Number","1,687,420",""
"2016","Balikesir, Çanakkale","Total","Total","Number","1,700,029",""
"2016","Ege","Total","Total","Number","10,138,132",""
"2016","Izmir","Total","Total","Number","4,168,415",""
"2016","Aydin, Denizli, Mugla","Total","Total","Number","2,955,825",""
"2016","Manisa, Afyonkarahisar, Kütahya, Usak","Total","Total","Number","3,013,892",""
"2016","Dogu Marmara","Total","Total","Number","7,499,352",""
"2016","Bursa, Eskisehir, Bilecik","Total","Total","Number","3,881,624",""
"2016","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Total","Total","Number","3,617,728",""
"2016","Bati Anadolu","Total","Total","Number","7,643,315",""
"2016","Ankara","Total","Total","Number","5,270,575",""
"2016","Konya, Karaman","Total","Total","Number","2,372,740",""
"2016","Akdeniz","Total","Total","Number","10,039,939",""
"2016","Antalya, Isparta, Burdur","Total","Total","Number","2,968,561",""
"2016","Adana, Mersin","Total","Total","Number","3,928,388",""
"2016","Hatay, Kahramanmaras, Osmaniye","Total","Total","Number","3,142,990",""
"2016","Orta Anadolu","Total","Total","Number","3,894,341",""
"2016","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Total","Total","Number","1,515,228",""
"2016","Kayseri, Sivas, Yozgat","Total","Total","Number","2,379,113",""
"2016","Bati Karadeniz","Total","Total","Number","4,502,525",""
"2016","Zonguldak, Karabük, Bartin","Total","Total","Number","1,023,593",""
"2016","Kastamonu, Çankiri, Sinop","Total","Total","Number","757,711",""
"2016","Samsun, Tokat, Çorum, Amasya","Total","Total","Number","2,721,221",""
"2016","Dogu Karadeniz","Total","Total","Number","2,572,850",""
"2016","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Total","Total","Number","2,572,850",""
"2016","Kuzeydogu Anadolu","Total","Total","Number","2,195,359",""
"2016","Erzurum, Erzincan, Bayburt","Total","Total","Number","1,063,789",""
"2016","Agri, Kars, Igdir, Ardahan","Total","Total","Number","1,131,570",""
"2016","Ortadogu Anadolu","Total","Total","Number","3,824,817",""
"2016","Malatya, Elazig, Bingöl, Tunceli","Total","Total","Number","1,700,468",""
"2016","Van, Mus, Bitlis, Hakkari","Total","Total","Number","2,124,349",""
"2016","Güneydogu Anadolu","Total","Total","Number","8,385,540",""
"2016","Gaziantep, Adiyaman, Kilis","Total","Total","Number","2,665,265",""
"2016","Sanliurfa, Diyarbakir","Total","Total","Number","3,546,516",""
"2016","Mardin, Batman, Sirnak, Siirt","Total","Total","Number","2,173,759",""
"2016","EU27","Total","Total","Number",":",""
"2016","Bassin Parisien (NUTS 2013)","Total","Total","Number",":",""
"2016","Champagne-Ardenne (NUTS 2013)","Total","Total","Number",":",""
"2016","Picardie (NUTS 2013)","Total","Total","Number",":",""
"2016","Haute-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2016","Centre (FR) (NUTS 2013)","Total","Total","Number",":",""
"2016","Basse-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2016","Bourgogne (NUTS 2013)","Total","Total","Number",":",""
"2016","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2016","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2016","Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2016","Lorraine (NUTS 2013)","Total","Total","Number",":",""
"2016","Alsace (NUTS 2013)","Total","Total","Number",":",""
"2016","Franche-Comté (NUTS 2013)","Total","Total","Number",":",""
"2016","Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2016","Pays de la Loire (NUTS 2013)","Total","Total","Number",":",""
"2016","Bretagne (NUTS 2013)","Total","Total","Number",":",""
"2016","Poitou-Charentes (NUTS 2013)","Total","Total","Number",":",""
"2016","Sud-Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2016","Aquitaine (NUTS 2013)","Total","Total","Number",":",""
"2016","Midi-Pyrénées (NUTS 2013)","Total","Total","Number",":",""
"2016","Limousin (NUTS 2013)","Total","Total","Number",":",""
"2016","Centre-Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2016","Rhône-Alpes (NUTS 2013)","Total","Total","Number",":",""
"2016","Auvergne (NUTS 2013)","Total","Total","Number",":",""
"2016","Méditerranée (NUTS 2013)","Total","Total","Number",":",""
"2016","Languedoc-Roussillon (NUTS 2013)","Total","Total","Number",":",""
"2016","Provence-Alpes-Côte d'Azur (NUTS 2013)","Total","Total","Number",":",""
"2016","Corse (NUTS 2013)","Total","Total","Number",":",""
"2016","Départements d'outre-mer (NUTS 2013)","Total","Total","Number",":",""
"2016","Guadeloupe (NUTS 2013)","Total","Total","Number",":",""
"2016","Martinique (NUTS 2013)","Total","Total","Number",":",""
"2016","Guyane (NUTS 2013)","Total","Total","Number",":",""
"2016","La Réunion (NUTS 2013)","Total","Total","Number",":",""
"2016","Mayotte (NUTS 2013)","Total","Total","Number",":",""
"2016","Közép-Magyarország (NUTS 2013)","Total","Total","Number",":",""
"2016","Border, Midland and Western (NUTS 2013)","Total","Total","Number",":",""
"2016","Southern and Eastern (NUTS 2013)","Total","Total","Number",":",""
"2016","Lietuva (NUTS 2013)","Total","Total","Number",":",""
"2016","Region Centralny (NUTS 2013)","Total","Total","Number",":",""
"2016","Lódzkie (NUTS 2013)","Total","Total","Number",":",""
"2016","Mazowieckie (NUTS 2013)","Total","Total","Number",":",""
"2016","Region Wschodni (NUTS 2013)","Total","Total","Number",":",""
"2016","Lubelskie (NUTS 2013)","Total","Total","Number",":",""
"2016","Podkarpackie (NUTS 2013)","Total","Total","Number",":",""
"2016","Swietokrzyskie (NUTS 2013)","Total","Total","Number",":",""
"2016","Podlaskie (NUTS 2013)","Total","Total","Number",":",""
"2016","Eastern Scotland (NUTS 2013)","Total","Total","Number",":",""
"2016","South Western Scotland (NUTS 2013)","Total","Total","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Total","Total","Number","511,378,572","b"
"2017","Belgium","Total","Total","Number","11,351,727",""
"2017","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,199,095",""
"2017","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,199,095",""
"2017","Vlaams Gewest","Total","Total","Number","6,526,061",""
"2017","Prov. Antwerpen","Total","Total","Number","1,838,863",""
"2017","Prov. Limburg (BE)","Total","Total","Number","869,664",""
"2017","Prov. Oost-Vlaanderen","Total","Total","Number","1,498,483",""
"2017","Prov. Vlaams-Brabant","Total","Total","Number","1,130,644",""
"2017","Prov. West-Vlaanderen","Total","Total","Number","1,188,407",""
"2017","Région wallonne","Total","Total","Number","3,626,571",""
"2017","Prov. Brabant wallon","Total","Total","Number","399,735",""
"2017","Prov. Hainaut","Total","Total","Number","1,342,053",""
"2017","Prov. Liège","Total","Total","Number","1,106,039",""
"2017","Prov. Luxembourg (BE)","Total","Total","Number","284,617",""
"2017","Prov. Namur","Total","Total","Number","494,127",""
"2017","Bulgaria","Total","Total","Number","7,101,859",""
"2017","Severna i yugoiztochna Bulgaria","Total","Total","Number","3,560,451",""
"2017","Severozapaden","Total","Total","Number","769,623",""
"2017","Severen tsentralen","Total","Total","Number","805,441",""
"2017","Severoiztochen","Total","Total","Number","939,262",""
"2017","Yugoiztochen","Total","Total","Number","1,046,125",""
"2017","Yugozapadna i yuzhna tsentralna Bulgaria","Total","Total","Number","3,541,408",""
"2017","Yugozapaden","Total","Total","Number","2,115,344",""
"2017","Yuzhen tsentralen","Total","Total","Number","1,426,064",""
"2017","Czechia","Total","Total","Number","10,578,820",""
"2017","Cesko","Total","Total","Number","10,578,820",""
"2017","Praha","Total","Total","Number","1,280,508",""
"2017","Strední Cechy","Total","Total","Number","1,338,982",""
"2017","Jihozápad","Total","Total","Number","1,217,411",""
"2017","Severozápad","Total","Total","Number","1,118,126",""
"2017","Severovýchod","Total","Total","Number","1,508,527",""
"2017","Jihovýchod","Total","Total","Number","1,687,764",""
"2017","Strední Morava","Total","Total","Number","1,217,623",""
"2017","Moravskoslezsko","Total","Total","Number","1,209,879",""
"2017","Denmark","Total","Total","Number","5,748,769",""
"2017","Danmark","Total","Total","Number","5,748,769",""
"2017","Hovedstaden","Total","Total","Number","1,807,404",""
"2017","Sjælland","Total","Total","Number","832,553",""
"2017","Syddanmark","Total","Total","Number","1,217,224",""
"2017","Midtjylland","Total","Total","Number","1,304,253",""
"2017","Nordjylland","Total","Total","Number","587,335",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,521,653",""
"2017","Baden-Württemberg","Total","Total","Number","10,951,893",""
"2017","Stuttgart","Total","Total","Number","4,098,278",""
"2017","Karlsruhe","Total","Total","Number","2,779,314",""
"2017","Freiburg","Total","Total","Number","2,239,734",""
"2017","Tübingen","Total","Total","Number","1,834,567",""
"2017","Bayern","Total","Total","Number","12,930,751",""
"2017","Oberbayern","Total","Total","Number","4,633,323",""
"2017","Niederbayern","Total","Total","Number","1,219,397",""
"2017","Oberpfalz","Total","Total","Number","1,098,378",""
"2017","Oberfranken","Total","Total","Number","1,062,394",""
"2017","Mittelfranken","Total","Total","Number","1,750,059",""
"2017","Unterfranken","Total","Total","Number","1,309,209",""
"2017","Schwaben","Total","Total","Number","1,857,991",""
"2017","Berlin","Total","Total","Number","3,574,830",""
"2017","Berlin","Total","Total","Number","3,574,830",""
"2017","Brandenburg","Total","Total","Number","2,494,648",""
"2017","Brandenburg","Total","Total","Number","2,494,648",""
"2017","Bremen","Total","Total","Number","678,753",""
"2017","Bremen","Total","Total","Number","678,753",""
"2017","Hamburg","Total","Total","Number","1,810,438",""
"2017","Hamburg","Total","Total","Number","1,810,438",""
"2017","Hessen","Total","Total","Number","6,213,088",""
"2017","Darmstadt","Total","Total","Number","3,951,234",""
"2017","Gießen","Total","Total","Number","1,043,643",""
"2017","Kassel","Total","Total","Number","1,218,211",""
"2017","Mecklenburg-Vorpommern","Total","Total","Number","1,610,674",""
"2017","Mecklenburg-Vorpommern","Total","Total","Number","1,610,674",""
"2017","Niedersachsen","Total","Total","Number","7,945,685",""
"2017","Braunschweig","Total","Total","Number","1,595,609",""
"2017","Hannover","Total","Total","Number","2,139,976",""
"2017","Lüneburg","Total","Total","Number","1,703,945",""
"2017","Weser-Ems","Total","Total","Number","2,506,155",""
"2017","Nordrhein-Westfalen","Total","Total","Number","17,890,100",""
"2017","Düsseldorf","Total","Total","Number","5,190,790",""
"2017","Köln","Total","Total","Number","4,439,416",""
"2017","Münster","Total","Total","Number","2,619,376",""
"2017","Detmold","Total","Total","Number","2,054,205",""
"2017","Arnsberg","Total","Total","Number","3,586,313",""
"2017","Rheinland-Pfalz","Total","Total","Number","4,066,053",""
"2017","Koblenz","Total","Total","Number","1,492,187",""
"2017","Trier","Total","Total","Number","528,728",""
"2017","Rheinhessen-Pfalz","Total","Total","Number","2,045,138",""
"2017","Saarland","Total","Total","Number","996,651",""
"2017","Saarland","Total","Total","Number","996,651",""
"2017","Sachsen","Total","Total","Number","4,081,783",""
"2017","Dresden","Total","Total","Number","1,600,155",""
"2017","Chemnitz","Total","Total","Number","1,454,144",""
"2017","Leipzig","Total","Total","Number","1,027,484",""
"2017","Sachsen-Anhalt","Total","Total","Number","2,236,252",""
"2017","Sachsen-Anhalt","Total","Total","Number","2,236,252",""
"2017","Schleswig-Holstein","Total","Total","Number","2,881,926",""
"2017","Schleswig-Holstein","Total","Total","Number","2,881,926",""
"2017","Thüringen","Total","Total","Number","2,158,128",""
"2017","Thüringen","Total","Total","Number","2,158,128",""
"2017","Estonia","Total","Total","Number","1,315,635",""
"2017","Eesti","Total","Total","Number","1,315,635",""
"2017","Eesti","Total","Total","Number","1,315,635",""
"2017","Ireland","Total","Total","Number","4,784,383",""
"2017","Éire/Ireland","Total","Total","Number","4,784,383",""
"2017","Greece","Total","Total","Number","10,768,193",""
"2017","Voreia Ellada","Total","Total","Number","3,089,659",""
"2017","Anatoliki Makedonia, Thraki","Total","Total","Number","602,799",""
"2017","Kentriki Makedonia","Total","Total","Number","1,880,122",""
"2017","Dytiki Makedonia","Total","Total","Number","271,488",""
"2017","Ipeiros","Total","Total","Number","335,250",""
"2017","Kentriki Ellada","Total","Total","Number","2,730,218",""
